,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1500,6,7,"['Flask', 'LangChain', 'C++']",0,2,92,71813,2024-01,0,['TensorFlow']
1501,3,2,"['Azure', 'Hugging Face', 'TensorFlow', 'NumPy', 'PyTorch']",2,2,139,55539,2025-08,0,"['Scikit-learn', 'BigQuery', 'KDB+']"
1502,1,1,"['R', 'Reinforcement Learning', 'LangChain', 'Hugging Face', 'CUDA', 'Flask']",0,1,129,145430,2024-11,0,['KDB+']
1503,2,0,"['CUDA', 'FastAPI', 'Power BI', 'Flask', 'SQL']",2,2,137,47867,2025-07,1,"['PyTorch', 'MLflow']"
1504,6,2,"['GCP', 'CUDA', 'R']",1,3,27,64749,2025-06,0,['TensorFlow']
1505,6,0,"['Flask', 'Hugging Face', 'Keras', 'Excel', 'Scikit-learn']",1,1,142,72744,2024-02,2,"['LangChain', 'TensorFlow', 'FastAPI']"
1506,1,2,"['CUDA', 'Excel', 'Keras', 'C++', 'PyTorch', 'GCP']",1,1,102,102252,2024-11,0,['PyTorch']
1507,5,0,"['GCP', 'C++', 'MLflow', 'PyTorch', 'Scikit-learn', 'FastAPI']",0,2,115,75063,2024-03,2,"['TensorFlow', 'KDB+']"
1508,2,3,"['Pandas', 'LangChain', 'Excel', 'Power BI', 'Keras']",0,3,161,49065,2025-06,1,['Scikit-learn']
1509,0,6,"['Power BI', 'Reinforcement Learning', 'LangChain', 'SQL', 'Excel', 'Scikit-learn']",0,0,187,138980,2024-12,2,"['TensorFlow', 'PyTorch', 'MLflow']"
1510,3,1,"['TensorFlow', 'CUDA', 'Reinforcement Learning', 'GCP', 'Excel']",0,2,160,116702,2024-10,1,['PyTorch']
1511,2,6,"['Keras', 'NumPy', 'Reinforcement Learning', 'Azure', 'GCP', 'Power BI']",2,3,23,49864,2024-03,2,['BigQuery']
1512,6,1,"['Power BI', 'Keras', 'GCP', 'FastAPI']",1,1,186,105130,2023-12,0,['TensorFlow']
1513,4,3,"['MLflow', 'FastAPI', 'Azure', 'Keras', 'Pandas', 'CUDA']",0,3,120,74633,2024-12,2,['Scikit-learn']
1514,4,7,"['MLflow', 'TensorFlow', 'CUDA', 'GCP']",2,1,159,56993,2025-07,0,"['BigQuery', 'MLflow', 'KDB+']"
1515,0,2,"['Python', 'Pandas', 'LangChain', 'PyTorch', 'Hugging Face']",0,3,148,46611,2023-12,0,"['PyTorch', 'MLflow', 'Scikit-learn']"
1516,3,4,"['Reinforcement Learning', 'Pandas', 'Flask']",2,2,82,46024,2024-10,1,"['PyTorch', 'FastAPI', 'TensorFlow']"
1517,5,2,"['LangChain', 'Azure', 'GCP', 'Python', 'R', 'C++']",2,2,90,41220,2023-12,2,"['KDB+', 'MLflow', 'Scikit-learn']"
1518,6,4,"['AWS', 'Flask', 'Reinforcement Learning', 'LangChain', 'R']",2,2,88,140240,2024-01,1,"['FastAPI', 'TensorFlow', 'MLflow']"
1519,1,0,"['Pandas', 'Reinforcement Learning', 'NumPy', 'TensorFlow', 'Keras', 'CUDA']",1,0,9,136191,2024-12,1,"['FastAPI', 'TensorFlow']"
1520,3,5,"['Keras', 'Scikit-learn', 'FastAPI', 'Azure', 'GCP', 'CUDA']",1,2,24,103253,2025-07,0,"['TensorFlow', 'LangChain', 'BigQuery']"
1521,5,6,"['GCP', 'Keras', 'Flask', 'LangChain', 'TensorFlow', 'Python']",0,3,140,132044,2024-10,1,['BigQuery']
1522,6,1,"['Python', 'Azure', 'Power BI', 'Pandas', 'C++', 'FastAPI']",1,2,94,50076,2024-11,2,"['Scikit-learn', 'MLflow']"
1523,0,4,"['LangChain', 'NumPy', 'Pandas', 'Azure', 'Scikit-learn', 'Hugging Face']",0,1,127,92423,2024-01,2,['KDB+']
1524,5,6,"['Scikit-learn', 'MLflow', 'AWS']",0,2,105,141773,2023-10,1,"['Scikit-learn', 'MLflow']"
1525,1,6,"['FastAPI', 'LangChain', 'R']",1,1,133,57442,2024-09,1,"['FastAPI', 'KDB+', 'BigQuery']"
1526,6,7,"['Flask', 'Pandas', 'Reinforcement Learning', 'Scikit-learn', 'NumPy']",0,2,171,125288,2023-10,2,"['FastAPI', 'KDB+']"
1527,1,7,"['R', 'Flask', 'Power BI']",0,0,193,109244,2024-09,0,['TensorFlow']
1528,0,0,"['PyTorch', 'Hugging Face', 'SQL', 'MLflow', 'R', 'Python']",2,3,117,89405,2024-03,0,"['KDB+', 'LangChain']"
1529,6,2,"['GCP', 'Flask', 'PyTorch', 'AWS', 'Excel', 'Keras']",1,2,83,125228,2024-04,1,"['KDB+', 'FastAPI', 'MLflow']"
1530,1,0,"['FastAPI', 'Reinforcement Learning', 'AWS']",1,0,89,119543,2023-12,1,"['BigQuery', 'MLflow', 'KDB+']"
1531,0,2,"['AWS', 'Excel', 'Flask', 'PyTorch']",2,2,191,69269,2025-05,0,"['LangChain', 'FastAPI']"
1532,5,0,"['PyTorch', 'GCP', 'Excel', 'Flask']",0,3,68,75472,2025-06,0,"['FastAPI', 'MLflow', 'PyTorch']"
1533,5,4,"['GCP', 'Reinforcement Learning', 'AWS']",2,3,90,120392,2025-06,2,"['TensorFlow', 'PyTorch']"
1534,6,5,"['Flask', 'NumPy', 'Scikit-learn']",0,3,47,83724,2024-05,0,['LangChain']
1535,3,5,"['MLflow', 'GCP', 'Python', 'R', 'TensorFlow']",2,2,8,43526,2024-01,1,['MLflow']
1536,0,2,"['Azure', 'CUDA', 'LangChain', 'Hugging Face']",1,0,32,69190,2024-01,0,['Scikit-learn']
1537,6,2,"['Keras', 'Pandas', 'CUDA']",0,3,192,142140,2025-08,1,"['LangChain', 'PyTorch', 'KDB+']"
1538,3,4,"['Reinforcement Learning', 'Power BI', 'Hugging Face', 'CUDA', 'Pandas']",2,2,108,137496,2023-11,0,"['TensorFlow', 'BigQuery', 'Scikit-learn']"
1539,0,4,"['AWS', 'MLflow', 'Hugging Face', 'Flask']",1,0,186,102029,2024-03,1,['BigQuery']
1540,0,2,"['NumPy', 'R', 'Pandas']",0,2,150,124300,2023-10,1,"['MLflow', 'KDB+']"
1541,5,4,"['TensorFlow', 'Azure', 'C++', 'Scikit-learn', 'Python', 'Flask']",0,3,135,149747,2024-10,2,"['Scikit-learn', 'FastAPI', 'BigQuery']"
1542,1,4,"['SQL', 'MLflow', 'LangChain']",2,1,174,58550,2025-01,0,"['FastAPI', 'Scikit-learn']"
1543,4,5,"['Keras', 'MLflow', 'Hugging Face', 'FastAPI', 'Azure']",1,0,65,136005,2025-01,0,['KDB+']
1544,0,3,"['Excel', 'Azure', 'Hugging Face', 'FastAPI']",0,0,145,149181,2024-07,2,['TensorFlow']
1545,4,7,"['AWS', 'Keras', 'FastAPI']",0,1,127,133857,2025-06,0,['LangChain']
1546,2,1,"['Power BI', 'Keras', 'Pandas', 'Excel', 'NumPy', 'PyTorch']",2,0,49,117573,2024-05,0,"['TensorFlow', 'Scikit-learn']"
1547,4,1,"['NumPy', 'Hugging Face', 'Keras', 'Azure']",2,2,82,85363,2025-07,2,"['BigQuery', 'TensorFlow']"
1548,1,7,"['Scikit-learn', 'Pandas', 'Python', 'Keras']",1,1,23,56646,2025-03,2,"['Scikit-learn', 'KDB+']"
1549,2,2,"['Flask', 'GCP', 'FastAPI', 'Reinforcement Learning']",1,3,24,102732,2023-10,1,"['Scikit-learn', 'KDB+', 'PyTorch']"
1550,3,1,"['Hugging Face', 'PyTorch', 'Power BI', 'Pandas', 'Flask']",2,1,92,45791,2024-09,0,"['MLflow', 'LangChain']"
1551,3,0,"['CUDA', 'NumPy', 'TensorFlow', 'Keras']",2,3,42,59099,2025-04,1,"['KDB+', 'MLflow']"
1552,3,7,"['Python', 'R', 'TensorFlow', 'AWS', 'Hugging Face', 'GCP']",0,0,76,47248,2023-09,1,"['BigQuery', 'KDB+', 'MLflow']"
1553,3,2,"['NumPy', 'TensorFlow', 'Reinforcement Learning', 'Keras']",0,3,133,66493,2024-10,2,"['BigQuery', 'TensorFlow', 'PyTorch']"
1554,5,3,"['LangChain', 'Keras', 'SQL', 'NumPy', 'TensorFlow', 'Scikit-learn']",0,2,44,114601,2025-02,0,"['MLflow', 'FastAPI']"
1555,2,4,"['R', 'FastAPI', 'NumPy', 'PyTorch', 'Excel']",0,3,47,117083,2024-12,1,['KDB+']
1556,3,5,"['FastAPI', 'Azure', 'Pandas', 'Keras']",0,3,48,109164,2024-01,0,"['Scikit-learn', 'TensorFlow']"
1557,2,5,"['AWS', 'Azure', 'C++', 'NumPy']",2,2,79,140820,2025-09,2,"['Scikit-learn', 'BigQuery', 'LangChain']"
1558,6,0,"['GCP', 'R', 'Flask', 'Azure', 'Pandas', 'FastAPI']",1,1,170,143360,2025-05,2,['PyTorch']
1559,2,6,"['TensorFlow', 'GCP', 'Flask', 'Excel']",2,2,152,93833,2024-11,1,"['MLflow', 'PyTorch']"
1560,6,5,"['TensorFlow', 'Flask', 'AWS', 'Python']",0,2,117,52854,2024-09,0,['TensorFlow']
1561,4,0,"['Reinforcement Learning', 'C++', 'Keras']",2,1,124,50279,2025-07,0,"['BigQuery', 'MLflow', 'PyTorch']"
1562,0,4,"['SQL', 'Hugging Face', 'CUDA', 'GCP', 'NumPy', 'C++']",2,3,1,50207,2024-06,1,"['PyTorch', 'Scikit-learn']"
1563,3,2,"['Python', 'TensorFlow', 'Azure', 'PyTorch', 'Power BI', 'Hugging Face']",0,0,68,49814,2025-07,1,"['TensorFlow', 'KDB+']"
1564,1,0,"['GCP', 'SQL', 'Flask', 'C++', 'Scikit-learn']",2,2,52,111908,2025-06,1,"['BigQuery', 'FastAPI', 'Scikit-learn']"
1565,2,1,"['LangChain', 'Scikit-learn', 'Hugging Face']",2,1,137,109390,2025-06,0,['FastAPI']
1566,1,6,"['FastAPI', 'SQL', 'GCP', 'Pandas', 'CUDA', 'Reinforcement Learning']",0,2,13,101444,2024-07,0,"['FastAPI', 'Scikit-learn', 'KDB+']"
1567,3,4,"['MLflow', 'Python', 'AWS', 'NumPy', 'Flask', 'C++']",0,3,54,117133,2025-09,0,"['FastAPI', 'PyTorch']"
1568,1,4,"['Reinforcement Learning', 'Keras', 'MLflow', 'Flask', 'Pandas', 'AWS']",2,0,10,55477,2024-02,2,['MLflow']
1569,0,0,"['C++', 'Scikit-learn', 'PyTorch', 'SQL', 'Reinforcement Learning', 'Hugging Face']",0,3,57,92033,2024-12,1,['KDB+']
1570,4,1,"['Azure', 'CUDA', 'Excel']",2,3,71,97058,2024-12,0,['KDB+']
1571,1,5,"['Excel', 'Flask', 'SQL', 'R']",2,2,99,70051,2023-11,0,['MLflow']
1572,4,5,"['Keras', 'NumPy', 'Flask', 'Python']",1,3,102,125724,2024-04,2,['FastAPI']
1573,3,0,"['LangChain', 'NumPy', 'CUDA']",2,0,3,131442,2024-04,2,"['BigQuery', 'KDB+']"
1574,2,7,"['R', 'Excel', 'SQL', 'MLflow', 'PyTorch', 'CUDA']",2,1,128,79312,2023-10,1,['Scikit-learn']
1575,4,7,"['GCP', 'Python', 'R']",1,1,179,115682,2024-09,2,['LangChain']
1576,6,3,"['GCP', 'PyTorch', 'Keras', 'Reinforcement Learning', 'C++']",1,0,173,138711,2024-06,1,"['Scikit-learn', 'FastAPI']"
1577,5,6,"['FastAPI', 'Pandas', 'MLflow', 'R']",0,3,190,46308,2024-07,1,"['MLflow', 'TensorFlow', 'PyTorch']"
1578,3,1,"['Reinforcement Learning', 'AWS', 'Azure']",1,1,158,46859,2024-03,1,"['LangChain', 'Scikit-learn']"
1579,5,5,"['AWS', 'Flask', 'Reinforcement Learning', 'Scikit-learn', 'Excel']",2,1,78,135050,2025-06,2,"['MLflow', 'Scikit-learn', 'BigQuery']"
1580,4,5,"['FastAPI', 'Pandas', 'MLflow']",1,3,163,106176,2024-05,1,['FastAPI']
1581,2,3,"['FastAPI', 'Excel', 'Pandas']",0,1,46,61825,2025-01,1,['MLflow']
1582,3,7,"['C++', 'Pandas', 'CUDA', 'Scikit-learn']",1,0,144,134559,2025-02,2,"['BigQuery', 'PyTorch', 'MLflow']"
1583,5,1,"['Keras', 'Hugging Face', 'Power BI', 'C++', 'SQL', 'Python']",1,3,125,79291,2024-07,2,['MLflow']
1584,5,0,"['TensorFlow', 'Pandas', 'Reinforcement Learning']",0,0,9,48218,2024-11,2,"['KDB+', 'PyTorch', 'FastAPI']"
1585,1,0,"['Pandas', 'Reinforcement Learning', 'TensorFlow']",0,2,146,42270,2025-08,1,['Scikit-learn']
1586,5,3,"['Reinforcement Learning', 'Flask', 'Hugging Face']",1,3,175,106925,2023-12,2,"['FastAPI', 'MLflow', 'KDB+']"
1587,1,0,"['AWS', 'SQL', 'Python', 'LangChain', 'Keras', 'Azure']",1,1,29,129266,2024-02,2,"['Scikit-learn', 'LangChain']"
1588,5,0,"['R', 'Excel', 'NumPy']",1,3,96,119647,2024-07,1,"['Scikit-learn', 'MLflow', 'PyTorch']"
1589,1,4,"['AWS', 'Power BI', 'MLflow', 'C++']",2,3,126,51216,2024-08,1,['MLflow']
1590,4,1,"['Pandas', 'Azure', 'Hugging Face', 'Python']",2,2,22,143939,2023-10,1,"['MLflow', 'KDB+', 'FastAPI']"
1591,3,3,"['SQL', 'FastAPI', 'Flask', 'Hugging Face']",0,3,111,99415,2024-11,0,"['LangChain', 'BigQuery']"
1592,2,5,"['Hugging Face', 'Azure', 'C++', 'Reinforcement Learning']",1,2,115,92763,2024-10,1,"['BigQuery', 'PyTorch', 'FastAPI']"
1593,5,4,"['Scikit-learn', 'C++', 'GCP', 'FastAPI']",2,0,191,87741,2024-05,2,"['TensorFlow', 'Scikit-learn', 'BigQuery']"
1594,4,4,"['C++', 'SQL', 'Reinforcement Learning', 'PyTorch']",0,3,114,70119,2024-11,1,"['LangChain', 'Scikit-learn']"
1595,2,4,"['AWS', 'SQL', 'Reinforcement Learning', 'Keras', 'Flask', 'C++']",1,2,177,96233,2025-07,2,['Scikit-learn']
1596,4,4,"['SQL', 'R', 'MLflow', 'Flask', 'Reinforcement Learning', 'Python']",1,3,93,84163,2024-05,0,"['BigQuery', 'LangChain', 'KDB+']"
1597,0,0,"['GCP', 'Azure', 'AWS', 'SQL', 'MLflow', 'CUDA']",1,2,109,108145,2024-06,2,"['TensorFlow', 'KDB+', 'FastAPI']"
1598,1,2,"['Keras', 'GCP', 'CUDA', 'AWS', 'PyTorch']",1,3,40,108715,2025-08,0,['BigQuery']
1599,1,0,"['Python', 'AWS', 'PyTorch', 'NumPy']",2,3,7,147144,2025-03,0,['MLflow']
1600,0,0,"['PyTorch', 'GCP', 'Scikit-learn', 'LangChain', 'Reinforcement Learning', 'Keras']",0,1,135,145610,2024-08,2,['TensorFlow']
1601,4,2,"['Azure', 'Hugging Face', 'Excel', 'Scikit-learn']",1,0,17,60515,2025-02,1,"['PyTorch', 'FastAPI', 'TensorFlow']"
1602,6,3,"['C++', 'CUDA', 'Scikit-learn', 'Keras']",0,2,73,120811,2025-08,1,"['KDB+', 'BigQuery']"
1603,5,7,"['FastAPI', 'Scikit-learn', 'AWS', 'NumPy']",1,1,178,61543,2025-07,2,['TensorFlow']
1604,4,5,"['Reinforcement Learning', 'Flask', 'NumPy', 'Keras']",0,2,132,147220,2024-10,2,"['MLflow', 'PyTorch', 'FastAPI']"
1605,5,3,"['Hugging Face', 'Excel', 'SQL', 'LangChain']",1,0,165,63354,2023-11,2,"['KDB+', 'BigQuery']"
1606,6,7,"['PyTorch', 'LangChain', 'FastAPI']",2,3,100,131169,2024-02,1,['KDB+']
1607,4,5,"['Scikit-learn', 'NumPy', 'Power BI', 'Azure', 'FastAPI', 'Reinforcement Learning']",2,3,6,41566,2024-08,2,"['FastAPI', 'LangChain', 'TensorFlow']"
1608,1,7,"['Keras', 'GCP', 'PyTorch']",2,2,116,118883,2025-02,2,['Scikit-learn']
1609,6,5,"['Scikit-learn', 'MLflow', 'Python', 'R', 'Pandas', 'FastAPI']",2,2,178,95354,2025-06,2,['MLflow']
1610,4,2,"['AWS', 'GCP', 'CUDA', 'MLflow']",2,3,114,142291,2023-10,2,"['LangChain', 'KDB+', 'FastAPI']"
1611,2,2,"['Scikit-learn', 'Excel', 'Power BI', 'Python']",0,1,29,40629,2025-05,1,['KDB+']
1612,6,4,"['LangChain', 'Pandas', 'Reinforcement Learning', 'R', 'FastAPI']",1,1,24,54969,2023-11,1,"['MLflow', 'KDB+', 'PyTorch']"
1613,2,7,"['PyTorch', 'Power BI', 'Pandas', 'Hugging Face']",1,2,107,108252,2025-08,2,['BigQuery']
1614,2,1,"['Hugging Face', 'SQL', 'LangChain', 'FastAPI', 'Flask']",2,1,17,70656,2024-04,2,"['MLflow', 'TensorFlow']"
1615,1,5,"['FastAPI', 'C++', 'MLflow']",2,0,91,73293,2025-05,2,"['FastAPI', 'TensorFlow']"
1616,5,1,"['R', 'C++', 'Keras', 'Excel', 'Azure']",1,1,143,58659,2024-04,0,"['MLflow', 'PyTorch', 'Scikit-learn']"
1617,1,6,"['PyTorch', 'SQL', 'Python']",0,1,13,124301,2024-08,2,"['FastAPI', 'LangChain']"
1618,5,0,"['TensorFlow', 'GCP', 'CUDA', 'R']",0,0,1,113791,2023-09,0,['LangChain']
1619,6,3,"['SQL', 'CUDA', 'LangChain', 'Scikit-learn', 'Reinforcement Learning']",1,1,101,145000,2025-05,0,"['KDB+', 'LangChain', 'BigQuery']"
1620,2,0,"['AWS', 'Power BI', 'FastAPI']",0,0,138,90927,2023-12,1,"['MLflow', 'BigQuery']"
1621,6,6,"['Reinforcement Learning', 'SQL', 'C++', 'Pandas']",0,1,0,81624,2023-12,2,"['BigQuery', 'FastAPI', 'MLflow']"
1622,3,2,"['Reinforcement Learning', 'PyTorch', 'GCP', 'R', 'Excel']",2,3,85,99722,2024-02,2,"['LangChain', 'KDB+']"
1623,4,3,"['Pandas', 'Excel', 'FastAPI', 'Reinforcement Learning', 'LangChain']",0,1,159,102547,2024-01,2,"['TensorFlow', 'FastAPI', 'PyTorch']"
1624,1,7,"['Azure', 'Excel', 'Power BI', 'C++', 'NumPy']",1,2,47,124126,2024-12,1,"['KDB+', 'FastAPI', 'MLflow']"
1625,4,2,"['PyTorch', 'AWS', 'LangChain', 'Pandas', 'GCP']",1,2,171,100455,2024-04,1,"['FastAPI', 'LangChain']"
1626,4,5,"['SQL', 'Azure', 'MLflow', 'LangChain']",1,3,104,142229,2024-12,1,['KDB+']
1627,0,6,"['AWS', 'NumPy', 'CUDA', 'Azure', 'SQL', 'Hugging Face']",1,3,39,99303,2024-06,1,"['TensorFlow', 'FastAPI']"
1628,0,6,"['Keras', 'PyTorch', 'Azure', 'C++', 'Python', 'LangChain']",1,1,80,127730,2024-06,1,['LangChain']
1629,6,2,"['LangChain', 'Scikit-learn', 'Hugging Face']",1,3,93,68119,2024-02,2,"['MLflow', 'Scikit-learn', 'FastAPI']"
1630,2,2,"['PyTorch', 'CUDA', 'Keras']",0,0,59,72082,2025-05,2,['BigQuery']
1631,5,2,"['Hugging Face', 'GCP', 'R', 'Scikit-learn']",1,3,53,124909,2023-10,0,"['MLflow', 'TensorFlow', 'KDB+']"
1632,5,7,"['Power BI', 'LangChain', 'FastAPI', 'Flask', 'SQL', 'Scikit-learn']",1,0,4,102584,2024-10,2,"['BigQuery', 'MLflow', 'TensorFlow']"
1633,0,0,"['NumPy', 'Reinforcement Learning', 'GCP', 'Azure', 'LangChain', 'Scikit-learn']",0,1,78,51986,2024-10,1,"['KDB+', 'TensorFlow', 'LangChain']"
1634,6,1,"['Azure', 'Flask', 'PyTorch', 'Excel', 'Pandas']",1,0,135,132003,2024-09,2,"['FastAPI', 'MLflow', 'PyTorch']"
1635,4,3,"['TensorFlow', 'Power BI', 'MLflow', 'Flask', 'CUDA', 'Reinforcement Learning']",0,1,164,44162,2025-07,0,"['BigQuery', 'FastAPI', 'MLflow']"
1636,4,3,"['PyTorch', 'NumPy', 'SQL', 'FastAPI']",2,0,78,62381,2024-07,1,['FastAPI']
1637,4,2,"['TensorFlow', 'Pandas', 'Excel', 'LangChain', 'MLflow']",0,2,32,144304,2025-05,1,"['MLflow', 'BigQuery']"
1638,3,1,"['Hugging Face', 'FastAPI', 'AWS', 'Scikit-learn', 'Keras']",1,2,19,55918,2025-06,2,"['KDB+', 'FastAPI']"
1639,2,6,"['SQL', 'Pandas', 'AWS', 'Power BI', 'Scikit-learn']",0,0,54,59275,2025-03,1,"['Scikit-learn', 'PyTorch']"
1640,5,3,"['TensorFlow', 'AWS', 'Flask']",1,3,165,51956,2025-08,1,['KDB+']
1641,0,6,"['Hugging Face', 'FastAPI', 'TensorFlow', 'GCP']",1,0,137,61087,2025-08,0,['TensorFlow']
1642,6,5,"['TensorFlow', 'Keras', 'R']",1,2,7,132865,2024-04,0,"['MLflow', 'TensorFlow', 'KDB+']"
1643,3,6,"['CUDA', 'Azure', 'Python', 'Scikit-learn', 'Power BI']",2,1,155,146176,2025-03,1,['BigQuery']
1644,5,7,"['Azure', 'TensorFlow', 'AWS', 'Flask', 'Reinforcement Learning', 'LangChain']",1,1,141,92934,2024-07,1,"['KDB+', 'BigQuery']"
1645,2,4,"['Python', 'Power BI', 'Flask']",2,3,78,116015,2024-03,0,"['LangChain', 'KDB+']"
1646,5,1,"['Scikit-learn', 'AWS', 'Python', 'MLflow']",2,2,135,141959,2024-08,1,['FastAPI']
1647,0,6,"['LangChain', 'R', 'C++']",2,2,55,139741,2024-12,2,"['PyTorch', 'Scikit-learn']"
1648,1,2,"['Azure', 'C++', 'TensorFlow', 'Hugging Face', 'Python', 'PyTorch']",2,2,166,149199,2025-02,0,['TensorFlow']
1649,1,3,"['CUDA', 'SQL', 'Keras', 'Azure', 'LangChain', 'Reinforcement Learning']",0,1,47,115250,2024-12,2,"['MLflow', 'PyTorch']"
1650,2,7,"['LangChain', 'Keras', 'Python', 'FastAPI', 'R', 'C++']",2,3,73,45887,2025-08,2,"['TensorFlow', 'KDB+', 'PyTorch']"
1651,6,0,"['Python', 'Power BI', 'GCP']",0,2,164,59665,2024-10,1,['LangChain']
1652,1,5,"['TensorFlow', 'Power BI', 'Scikit-learn', 'Python', 'GCP', 'SQL']",1,3,60,109287,2023-11,0,['LangChain']
1653,0,1,"['GCP', 'MLflow', 'TensorFlow']",1,2,176,116431,2024-09,1,"['KDB+', 'BigQuery', 'Scikit-learn']"
1654,2,2,"['Flask', 'Scikit-learn', 'NumPy']",1,0,131,126575,2025-06,1,"['PyTorch', 'MLflow', 'TensorFlow']"
1655,3,1,"['NumPy', 'Reinforcement Learning', 'AWS', 'Power BI', 'PyTorch', 'SQL']",1,0,6,41897,2024-01,2,"['KDB+', 'MLflow', 'BigQuery']"
1656,6,4,"['Reinforcement Learning', 'GCP', 'TensorFlow', 'Pandas']",1,2,183,40844,2024-09,0,['FastAPI']
1657,3,4,"['PyTorch', 'NumPy', 'MLflow']",0,3,37,100222,2025-07,0,"['BigQuery', 'FastAPI']"
1658,4,3,"['Reinforcement Learning', 'Python', 'PyTorch', 'Keras']",1,2,46,140982,2024-08,0,"['LangChain', 'KDB+']"
1659,0,6,"['PyTorch', 'NumPy', 'Power BI']",1,2,65,78788,2023-12,0,"['KDB+', 'BigQuery']"
1660,6,1,"['Flask', 'Keras', 'GCP', 'Power BI']",0,1,26,114070,2025-07,0,['KDB+']
1661,4,4,"['Scikit-learn', 'GCP', 'MLflow']",1,1,37,76395,2023-12,0,"['FastAPI', 'Scikit-learn', 'LangChain']"
1662,5,7,"['Scikit-learn', 'CUDA', 'Python']",0,3,54,90605,2024-03,1,"['PyTorch', 'FastAPI']"
1663,6,2,"['PyTorch', 'Excel', 'TensorFlow', 'Scikit-learn', 'Power BI']",1,2,12,47724,2024-06,2,"['KDB+', 'LangChain']"
1664,2,6,"['Reinforcement Learning', 'MLflow', 'Scikit-learn', 'Flask', 'Python', 'FastAPI']",1,0,25,143188,2024-04,1,"['FastAPI', 'KDB+', 'LangChain']"
1665,1,1,"['LangChain', 'Hugging Face', 'Scikit-learn', 'Flask', 'Reinforcement Learning', 'Excel']",1,1,51,96395,2023-09,2,"['TensorFlow', 'PyTorch', 'Scikit-learn']"
1666,2,5,"['Keras', 'R', 'Power BI', 'LangChain']",0,0,23,98076,2024-07,2,['KDB+']
1667,5,3,"['Hugging Face', 'SQL', 'LangChain', 'Reinforcement Learning']",0,1,165,134169,2024-05,1,['LangChain']
1668,3,5,"['PyTorch', 'Python', 'Azure', 'C++', 'GCP']",0,1,44,132041,2025-05,0,"['PyTorch', 'Scikit-learn', 'LangChain']"
1669,1,2,"['TensorFlow', 'C++', 'AWS', 'CUDA']",0,2,87,60346,2024-02,0,"['KDB+', 'TensorFlow']"
1670,3,4,"['Flask', 'NumPy', 'C++', 'Keras', 'Power BI']",0,2,60,129117,2024-11,0,"['FastAPI', 'TensorFlow']"
1671,4,1,"['Scikit-learn', 'Azure', 'MLflow', 'LangChain', 'TensorFlow']",1,3,103,119535,2025-01,2,['PyTorch']
1672,0,6,"['Excel', 'C++', 'MLflow', 'Pandas']",2,3,8,79319,2025-02,2,['PyTorch']
1673,4,3,"['GCP', 'MLflow', 'Reinforcement Learning', 'SQL', 'Azure', 'Scikit-learn']",2,3,149,120828,2025-05,0,"['PyTorch', 'TensorFlow']"
1674,2,5,"['R', 'C++', 'FastAPI', 'Excel']",1,0,100,70609,2024-01,1,"['KDB+', 'FastAPI']"
1675,3,7,"['Python', 'Hugging Face', 'R']",1,1,121,88910,2025-03,0,['MLflow']
1676,6,6,"['TensorFlow', 'Python', 'AWS', 'Power BI', 'NumPy']",0,1,123,90926,2025-04,2,['Scikit-learn']
1677,1,0,"['Python', 'PyTorch', 'GCP', 'Keras', 'Azure', 'Flask']",1,3,185,64447,2024-11,0,"['KDB+', 'BigQuery']"
1678,2,0,"['GCP', 'SQL', 'Power BI', 'CUDA', 'AWS']",1,3,135,121010,2025-04,0,['KDB+']
1679,0,5,"['GCP', 'TensorFlow', 'MLflow']",1,0,105,117833,2024-06,0,['PyTorch']
1680,5,1,"['SQL', 'Pandas', 'Excel']",0,2,2,51913,2023-10,0,"['LangChain', 'KDB+']"
1681,1,2,"['FastAPI', 'SQL', 'Pandas', 'TensorFlow', 'MLflow']",1,0,10,74357,2024-09,0,"['KDB+', 'TensorFlow', 'LangChain']"
1682,0,7,"['PyTorch', 'Flask', 'Reinforcement Learning', 'Power BI']",0,3,79,57249,2024-09,2,"['KDB+', 'LangChain']"
1683,3,2,"['Flask', 'AWS', 'Hugging Face']",0,0,113,145971,2025-05,1,"['TensorFlow', 'LangChain']"
1684,5,0,"['Hugging Face', 'Azure', 'CUDA', 'NumPy']",2,3,156,58633,2023-12,1,"['PyTorch', 'FastAPI']"
1685,5,2,"['FastAPI', 'Keras', 'Hugging Face', 'Azure', 'NumPy']",2,2,45,146101,2023-11,0,['BigQuery']
1686,5,2,"['TensorFlow', 'NumPy', 'CUDA', 'Python', 'AWS', 'Pandas']",0,3,113,108220,2025-05,2,['MLflow']
1687,1,7,"['Scikit-learn', 'Reinforcement Learning', 'Pandas', 'Azure', 'R', 'GCP']",0,1,122,131341,2024-12,0,['TensorFlow']
1688,4,3,"['LangChain', 'Scikit-learn', 'Azure', 'Python', 'Pandas']",1,0,176,94305,2024-03,1,"['TensorFlow', 'KDB+']"
1689,6,3,"['GCP', 'Python', 'PyTorch', 'Excel', 'Power BI']",1,2,111,118072,2024-02,0,"['MLflow', 'LangChain']"
1690,6,2,"['R', 'LangChain', 'FastAPI', 'Reinforcement Learning', 'Pandas', 'GCP']",1,3,166,49623,2024-03,2,"['LangChain', 'FastAPI']"
1691,4,1,"['CUDA', 'MLflow', 'C++', 'Python', 'Power BI', 'NumPy']",0,2,92,89682,2024-07,0,['FastAPI']
