industry,job_title,skills_required,experience_level,employment_type,posted_date,company_size,tools_preferred,salary_min,country
Education,Computer Vision Engineer,"['Scikit-learn', 'Excel', 'Power BI', 'Python']",Entry,Remote,2025-05-23,Mid,['KDB+'],40629,CD
Education,Computer Vision Engineer,"['PyTorch', 'CUDA', 'Keras']",Entry,Contract,2025-05-23,Startup,['BigQuery'],72082,GA
Finance,Computer Vision Engineer,"['Flask', 'AWS', 'Hugging Face']",Entry,Contract,2025-05-23,Mid,"['TensorFlow', 'LangChain']",145971,MK
Education,Data Scientist,"['Excel', 'Power BI', 'Azure', 'NumPy', 'Hugging Face', 'LangChain']",Mid,Full-time,2025-05-24,Mid,['Scikit-learn'],92203,DO
Healthcare,ML Engineer,"['CUDA', 'FastAPI', 'Reinforcement Learning']",Mid,Remote,2025-05-24,Large,"['MLflow', 'BigQuery']",131736,TM
Tech,Computer Vision Engineer,"['Power BI', 'R', 'NumPy']",Entry,Contract,2025-05-25,Mid,"['PyTorch', 'KDB+', 'BigQuery']",132679,TV
Healthcare,Data Analyst,"['Power BI', 'SQL', 'Python', 'TensorFlow']",Entry,Full-time,2025-05-25,Mid,['LangChain'],82652,CZ
Finance,Quant Researcher,"['Scikit-learn', 'PyTorch', 'Reinforcement Learning', 'Flask', 'FastAPI', 'MLflow']",Mid,Internship,2025-05-25,Mid,"['MLflow', 'KDB+']",123880,MM
Tech,Computer Vision Engineer,"['C++', 'Python', 'GCP']",Entry,Internship,2025-05-26,Large,"['FastAPI', 'Scikit-learn', 'PyTorch']",148791,SE
E-commerce,Data Analyst,"['NumPy', 'Python', 'Pandas']",Entry,Internship,2025-05-26,Mid,"['PyTorch', 'Scikit-learn', 'BigQuery']",142504,GW
Retail,Computer Vision Engineer,"['TensorFlow', 'NumPy', 'CUDA', 'Python', 'AWS', 'Pandas']",Entry,Full-time,2025-05-26,Startup,['MLflow'],108220,MK
Retail,Computer Vision Engineer,"['GCP', 'C++', 'Azure', 'TensorFlow', 'CUDA', 'R']",Senior,Internship,2025-05-26,Startup,"['PyTorch', 'KDB+']",82814,RW
Tech,AI Product Manager,"['GCP', 'R', 'Flask', 'Azure', 'Pandas', 'FastAPI']",Mid,Remote,2025-05-27,Startup,['PyTorch'],143360,TJ
Retail,NLP Engineer,"['Flask', 'AWS', 'Reinforcement Learning', 'LangChain', 'FastAPI']",Mid,Internship,2025-05-28,Large,['PyTorch'],72840,YE
Education,Data Scientist,"['MLflow', 'Hugging Face', 'FastAPI', 'Azure']",Entry,Internship,2025-05-29,Mid,"['Scikit-learn', 'KDB+']",57928,MV
Tech,Computer Vision Engineer,"['Power BI', 'Hugging Face', 'Azure', 'NumPy', 'SQL']",Mid,Contract,2025-05-29,Mid,"['BigQuery', 'PyTorch']",86614,SV
E-commerce,Computer Vision Engineer,"['Azure', 'Keras', 'Scikit-learn', 'Hugging Face', 'Excel', 'R']",Entry,Contract,2025-05-30,Mid,"['LangChain', 'KDB+', 'FastAPI']",73140,MR
Automotive,ML Engineer,"['MLflow', 'Keras', 'Reinforcement Learning', 'Flask', 'TensorFlow', 'R']",Entry,Full-time,2025-05-30,Startup,"['PyTorch', 'KDB+']",105179,MR
E-commerce,NLP Engineer,"['LangChain', 'Python', 'AWS', 'R', 'Keras']",Entry,Remote,2025-05-31,Startup,"['LangChain', 'BigQuery']",60072,HT
Tech,ML Engineer,"['LangChain', 'PyTorch', 'Power BI', 'Pandas', 'Scikit-learn', 'R']",Mid,Remote,2025-05-31,Large,"['LangChain', 'TensorFlow', 'PyTorch']",122945,LB
Tech,ML Engineer,"['PyTorch', 'Flask', 'CUDA', 'NumPy', 'AWS', 'SQL']",Senior,Full-time,2025-06-01,Startup,"['Scikit-learn', 'PyTorch', 'FastAPI']",67161,BO
Education,NLP Engineer,"['Scikit-learn', 'PyTorch', 'R', 'FastAPI', 'Excel', 'NumPy']",Mid,Internship,2025-06-01,Mid,"['KDB+', 'BigQuery', 'FastAPI']",49069,OM
Automotive,AI Product Manager,"['Keras', 'Reinforcement Learning', 'MLflow']",Entry,Full-time,2025-06-02,Mid,['KDB+'],55596,NG
Finance,Data Scientist,"['Hugging Face', 'Pandas', 'Reinforcement Learning', 'C++', 'FastAPI']",Entry,Full-time,2025-06-02,Startup,"['LangChain', 'MLflow', 'Scikit-learn']",56177,MW
Automotive,Computer Vision Engineer,"['Scikit-learn', 'C++', 'Power BI']",Entry,Contract,2025-06-02,Large,['MLflow'],100995,HR
Retail,Quant Researcher,"['Scikit-learn', 'Reinforcement Learning', 'Pandas', 'LangChain', 'Python', 'CUDA']",Senior,Full-time,2025-06-03,Startup,"['KDB+', 'Scikit-learn']",106312,KR
Automotive,Data Analyst,"['CUDA', 'R', 'Hugging Face', 'PyTorch', 'AWS']",Senior,Full-time,2025-06-05,Mid,['BigQuery'],109743,ER
Education,Data Analyst,"['Pandas', 'PyTorch', 'AWS']",Senior,Full-time,2025-06-06,Startup,['FastAPI'],42445,GA
Automotive,AI Researcher,"['Hugging Face', 'AWS', 'R']",Senior,Contract,2025-06-06,Mid,"['MLflow', 'LangChain', 'BigQuery']",143238,UZ
Automotive,Quant Researcher,"['AWS', 'Pandas', 'NumPy', 'LangChain', 'GCP', 'Flask']",Entry,Contract,2025-06-07,Large,"['Scikit-learn', 'TensorFlow']",44646,SN
Tech,NLP Engineer,"['CUDA', 'Pandas', 'AWS', 'LangChain']",Senior,Contract,2025-06-07,Large,"['TensorFlow', 'KDB+']",139437,SN
E-commerce,AI Researcher,"['LangChain', 'Excel', 'TensorFlow', 'Scikit-learn']",Mid,Internship,2025-06-08,Startup,"['LangChain', 'KDB+', 'BigQuery']",94406,AL
Retail,AI Researcher,"['Excel', 'Keras', 'GCP', 'FastAPI', 'Pandas', 'NumPy']",Mid,Internship,2025-06-08,Startup,"['BigQuery', 'Scikit-learn']",50046,BI
Education,Data Analyst,"['Pandas', 'LangChain', 'Excel', 'Power BI', 'Keras']",Entry,Full-time,2025-06-08,Mid,['Scikit-learn'],49065,SO
Finance,AI Researcher,"['Hugging Face', 'FastAPI', 'AWS', 'Scikit-learn', 'Keras']",Mid,Internship,2025-06-08,Startup,"['KDB+', 'FastAPI']",55918,BJ
Healthcare,Data Analyst,"['Reinforcement Learning', 'C++', 'GCP', 'AWS', 'FastAPI']",Senior,Internship,2025-06-08,Startup,"['Scikit-learn', 'FastAPI']",68612,KG
E-commerce,Data Analyst,"['Flask', 'TensorFlow', 'Scikit-learn', 'MLflow']",Entry,Full-time,2025-06-09,Startup,['LangChain'],114639,EC
Automotive,AI Researcher,"['Keras', 'Flask', 'NumPy']",Senior,Full-time,2025-06-09,Mid,"['FastAPI', 'KDB+', 'MLflow']",112752,CZ
Automotive,Quant Researcher,"['Excel', 'Power BI', 'Hugging Face', 'Flask', 'NumPy']",Entry,Full-time,2025-06-09,Large,"['Scikit-learn', 'BigQuery']",113696,GB
Finance,Data Analyst,"['SQL', 'MLflow', 'Pandas', 'CUDA', 'Scikit-learn']",Mid,Remote,2025-06-10,Startup,['TensorFlow'],61954,IT
Tech,ML Engineer,"['Scikit-learn', 'MLflow', 'Python', 'R', 'Pandas', 'FastAPI']",Senior,Internship,2025-06-10,Startup,['MLflow'],95354,TW
Finance,AI Researcher,"['LangChain', 'Hugging Face', 'Keras', 'Azure', 'Excel', 'FastAPI']",Mid,Internship,2025-06-11,Startup,['Scikit-learn'],52404,LA
Tech,Quant Researcher,"['C++', 'Power BI', 'Pandas']",Mid,Full-time,2025-06-11,Large,['BigQuery'],70351,VN
E-commerce,AI Product Manager,"['GCP', 'SQL', 'Flask', 'C++', 'Scikit-learn']",Senior,Internship,2025-06-11,Mid,"['BigQuery', 'FastAPI', 'Scikit-learn']",111908,ER
Education,AI Researcher,"['FastAPI', 'LangChain', 'Pandas', 'NumPy', 'TensorFlow']",Entry,Full-time,2025-06-12,Mid,"['LangChain', 'FastAPI']",78409,UA
E-commerce,ML Engineer,"['FastAPI', 'LangChain', 'Hugging Face', 'AWS', 'Keras']",Entry,Remote,2025-06-12,Large,['BigQuery'],55816,PG
Tech,Data Analyst,"['PyTorch', 'Pandas', 'Excel']",Mid,Internship,2025-06-12,Mid,['LangChain'],131457,MN
E-commerce,ML Engineer,"['Keras', 'Pandas', 'Power BI', 'Scikit-learn', 'FastAPI', 'Azure']",Senior,Full-time,2025-06-12,Startup,"['KDB+', 'BigQuery']",142849,IS
Finance,Data Scientist,"['Reinforcement Learning', 'Excel', 'Azure', 'SQL', 'FastAPI', 'Pandas']",Entry,Remote,2025-06-12,Large,"['PyTorch', 'BigQuery', 'FastAPI']",93518,GT
Education,AI Researcher,"['LangChain', 'Scikit-learn', 'Hugging Face']",Senior,Remote,2025-06-12,Large,['FastAPI'],109390,PG
Retail,NLP Engineer,"['Reinforcement Learning', 'TensorFlow', 'NumPy']",Mid,Contract,2025-06-12,Mid,['TensorFlow'],98138,KG
Automotive,Data Analyst,"['Pandas', 'TensorFlow', 'AWS']",Senior,Remote,2025-06-12,Large,"['BigQuery', 'TensorFlow', 'PyTorch']",143200,BB
Healthcare,NLP Engineer,"['Python', 'Reinforcement Learning', 'MLflow']",Mid,Internship,2025-06-13,Mid,['FastAPI'],89840,TW
Automotive,Data Analyst,"['Keras', 'FastAPI', 'Python', 'Excel', 'AWS']",Senior,Internship,2025-06-13,Startup,"['PyTorch', 'TensorFlow', 'Scikit-learn']",104596,TT
Finance,AI Product Manager,"['Pandas', 'NumPy', 'TensorFlow', 'R']",Entry,Internship,2025-06-13,Large,"['TensorFlow', 'LangChain']",51735,KR
Healthcare,NLP Engineer,"['R', 'Flask', 'Keras', 'GCP', 'Hugging Face']",Mid,Full-time,2025-06-13,Startup,['Scikit-learn'],45224,FI
Automotive,ML Engineer,"['R', 'AWS', 'Azure']",Entry,Remote,2025-06-14,Large,"['Scikit-learn', 'BigQuery']",68792,MG
Retail,Data Scientist,"['GCP', 'C++', 'CUDA', 'LangChain']",Entry,Full-time,2025-06-14,Large,"['TensorFlow', 'FastAPI']",78884,GY
Retail,Computer Vision Engineer,"['R', 'Hugging Face', 'Flask']",Entry,Internship,2025-06-14,Large,['TensorFlow'],49914,IQ
E-commerce,AI Product Manager,"['GCP', 'C++', 'R', 'Pandas']",Senior,Remote,2025-06-14,Startup,"['MLflow', 'KDB+', 'LangChain']",133743,CH
Education,Data Analyst,"['LangChain', 'PyTorch', 'Flask']",Mid,Full-time,2025-06-15,Mid,['BigQuery'],86690,BB
Finance,NLP Engineer,"['NumPy', 'LangChain', 'FastAPI', 'Reinforcement Learning', 'Flask']",Mid,Full-time,2025-06-15,Startup,"['BigQuery', 'KDB+', 'FastAPI']",40745,NE
Tech,Quant Researcher,"['AWS', 'Python', 'GCP', 'R', 'C++', 'FastAPI']",Senior,Remote,2025-06-17,Startup,"['Scikit-learn', 'TensorFlow']",118046,KE
Education,AI Product Manager,"['NumPy', 'AWS', 'LangChain']",Entry,Full-time,2025-06-17,Startup,['PyTorch'],130984,BG
Education,Quant Researcher,"['Pandas', 'AWS', 'R', 'PyTorch', 'Power BI', 'NumPy']",Senior,Remote,2025-06-17,Large,['MLflow'],75109,BY
E-commerce,AI Researcher,"['LangChain', 'AWS', 'Hugging Face', 'Flask', 'R']",Entry,Full-time,2025-06-17,Mid,"['KDB+', 'BigQuery']",67646,JM
Healthcare,AI Researcher,"['Scikit-learn', 'Azure', 'GCP']",Mid,Full-time,2025-06-18,Large,"['PyTorch', 'MLflow']",58475,CL
E-commerce,AI Product Manager,"['PyTorch', 'CUDA', 'Reinforcement Learning', 'C++']",Entry,Full-time,2025-06-19,Mid,"['TensorFlow', 'BigQuery', 'LangChain']",53381,MW
Automotive,Computer Vision Engineer,"['SQL', 'AWS', 'Power BI', 'NumPy', 'Reinforcement Learning']",Senior,Internship,2025-06-19,Startup,['FastAPI'],119846,BI
Retail,Data Scientist,"['FastAPI', 'Scikit-learn', 'CUDA']",Entry,Full-time,2025-06-19,Mid,"['LangChain', 'KDB+', 'BigQuery']",52280,BG
Tech,ML Engineer,"['Hugging Face', 'Flask', 'MLflow']",Mid,Contract,2025-06-20,Startup,"['BigQuery', 'PyTorch']",73192,MX
Finance,Computer Vision Engineer,"['NumPy', 'Hugging Face', 'Python']",Entry,Full-time,2025-06-20,Mid,"['MLflow', 'Scikit-learn']",77419,CU
E-commerce,AI Researcher,"['Pandas', 'MLflow', 'LangChain', 'Hugging Face', 'TensorFlow', 'PyTorch']",Senior,Full-time,2025-06-20,Mid,['FastAPI'],91345,ES
Education,Computer Vision Engineer,"['Flask', 'Scikit-learn', 'NumPy']",Mid,Contract,2025-06-20,Mid,"['PyTorch', 'MLflow', 'TensorFlow']",126575,NP
Education,AI Researcher,"['Hugging Face', 'LangChain', 'Excel', 'NumPy', 'Power BI']",Senior,Full-time,2025-06-20,Mid,"['BigQuery', 'FastAPI', 'LangChain']",74296,ML
Tech,AI Researcher,"['FastAPI', 'C++', 'Excel', 'Flask', 'Pandas']",Senior,Remote,2025-06-21,Large,"['FastAPI', 'PyTorch', 'LangChain']",78305,BI
Automotive,Computer Vision Engineer,"['Scikit-learn', 'TensorFlow', 'PyTorch', 'Python']",Senior,Internship,2025-06-21,Mid,"['MLflow', 'FastAPI']",148303,MN
Education,Data Analyst,"['MLflow', 'Keras', 'C++', 'GCP', 'NumPy']",Mid,Internship,2025-06-22,Large,"['BigQuery', 'TensorFlow']",126208,KZ
Healthcare,Quant Researcher,"['Python', 'AWS', 'R', 'Pandas', 'Power BI', 'TensorFlow']",Senior,Internship,2025-06-22,Startup,"['FastAPI', 'Scikit-learn', 'LangChain']",53455,GY
Education,Computer Vision Engineer,"['Python', 'LangChain', 'Hugging Face', 'Excel', 'Flask', 'Reinforcement Learning']",Senior,Internship,2025-06-23,Startup,"['TensorFlow', 'MLflow']",82670,KZ
Education,Quant Researcher,"['Excel', 'Hugging Face', 'TensorFlow']",Mid,Full-time,2025-06-23,Mid,"['LangChain', 'PyTorch']",102648,MZ
Automotive,NLP Engineer,"['MLflow', 'Scikit-learn', 'SQL']",Senior,Full-time,2025-06-23,Startup,['FastAPI'],110442,JP
Retail,NLP Engineer,"['FastAPI', 'AWS', 'Pandas', 'Excel', 'Reinforcement Learning', 'Azure']",Senior,Remote,2025-06-23,Large,"['FastAPI', 'TensorFlow', 'BigQuery']",91789,BJ
Healthcare,Computer Vision Engineer,"['Pandas', 'Azure', 'Reinforcement Learning', 'C++', 'FastAPI']",Senior,Full-time,2025-06-23,Startup,"['Scikit-learn', 'KDB+']",110581,FJ
Retail,Data Scientist,"['GCP', 'Reinforcement Learning', 'AWS']",Senior,Full-time,2025-06-23,Startup,"['TensorFlow', 'PyTorch']",120392,KM
Finance,Computer Vision Engineer,"['CUDA', 'MLflow', 'Flask', 'Python', 'Scikit-learn', 'PyTorch']",Mid,Contract,2025-06-24,Large,"['TensorFlow', 'PyTorch']",54397,AL
Retail,AI Product Manager,"['PyTorch', 'GCP', 'Excel', 'Flask']",Entry,Full-time,2025-06-24,Large,"['FastAPI', 'MLflow', 'PyTorch']",75472,GT
Healthcare,Quant Researcher,"['AWS', 'Keras', 'FastAPI']",Entry,Remote,2025-06-24,Large,['LangChain'],133857,NG
Tech,Data Analyst,"['GCP', 'Pandas', 'FastAPI', 'C++', 'Excel']",Mid,Internship,2025-06-25,Mid,"['FastAPI', 'MLflow']",66502,PG
Retail,ML Engineer,"['AWS', 'Flask', 'Reinforcement Learning', 'Scikit-learn', 'Excel']",Senior,Remote,2025-06-25,Startup,"['MLflow', 'Scikit-learn', 'BigQuery']",135050,IN
Tech,Computer Vision Engineer,"['GCP', 'CUDA', 'R']",Mid,Full-time,2025-06-26,Large,['TensorFlow'],64749,BZ
Automotive,Data Analyst,"['Power BI', 'PyTorch', 'GCP', 'CUDA', 'Keras', 'Scikit-learn']",Entry,Internship,2025-06-27,Mid,"['FastAPI', 'Scikit-learn', 'LangChain']",88562,HN
Automotive,AI Researcher,"['FastAPI', 'Azure', 'Pandas', 'NumPy']",Entry,Full-time,2025-06-28,Startup,"['BigQuery', 'TensorFlow', 'KDB+']",54169,AT
Healthcare,Quant Researcher,"['Reinforcement Learning', 'TensorFlow', 'SQL', 'Flask', 'C++', 'Keras']",Entry,Internship,2025-06-28,Large,"['LangChain', 'MLflow', 'KDB+']",137479,ZM
Retail,NLP Engineer,"['C++', 'GCP', 'Pandas', 'MLflow', 'TensorFlow']",Senior,Full-time,2025-06-29,Large,['TensorFlow'],47192,AR
Retail,Data Analyst,"['SQL', 'Power BI', 'Excel', 'Reinforcement Learning']",Entry,Contract,2025-06-29,Large,"['FastAPI', 'KDB+']",128138,TG
Automotive,Quant Researcher,"['Azure', 'Keras', 'TensorFlow']",Entry,Remote,2025-07-01,Startup,['KDB+'],71100,TD
Automotive,AI Researcher,"['GCP', 'MLflow', 'PyTorch']",Entry,Contract,2025-07-02,Large,"['PyTorch', 'MLflow', 'LangChain']",124727,NZ
E-commerce,AI Researcher,"['FastAPI', 'Hugging Face', 'PyTorch']",Mid,Internship,2025-07-03,Startup,['PyTorch'],101020,UA
Retail,NLP Engineer,"['Python', 'MLflow', 'CUDA', 'Excel', 'C++']",Entry,Full-time,2025-07-03,Large,"['FastAPI', 'BigQuery']",140552,MN
E-commerce,AI Researcher,"['LangChain', 'GCP', 'NumPy']",Entry,Full-time,2025-07-03,Large,"['PyTorch', 'LangChain']",83416,MD
Education,Data Scientist,"['AWS', 'SQL', 'Reinforcement Learning', 'Keras', 'Flask', 'C++']",Mid,Internship,2025-07-03,Startup,['Scikit-learn'],96233,TV
Healthcare,Data Analyst,"['TensorFlow', 'Power BI', 'MLflow', 'Flask', 'CUDA', 'Reinforcement Learning']",Entry,Remote,2025-07-03,Large,"['BigQuery', 'FastAPI', 'MLflow']",44162,SV
Healthcare,Quant Researcher,"['Scikit-learn', 'AWS', 'Python', 'CUDA']",Mid,Internship,2025-07-04,Large,"['KDB+', 'FastAPI']",58854,JM
Automotive,Data Analyst,"['FastAPI', 'SQL', 'GCP']",Mid,Remote,2025-07-04,Startup,"['KDB+', 'PyTorch', 'TensorFlow']",108790,TZ
Healthcare,Computer Vision Engineer,"['LangChain', 'Power BI', 'MLflow']",Mid,Full-time,2025-07-05,Startup,"['LangChain', 'BigQuery']",93385,AT
E-commerce,Quant Researcher,"['MLflow', 'Hugging Face', 'Scikit-learn', 'C++']",Mid,Full-time,2025-07-05,Startup,['TensorFlow'],144303,GQ
Finance,Data Analyst,"['Reinforcement Learning', 'Power BI', 'C++', 'AWS']",Entry,Full-time,2025-07-05,Large,['TensorFlow'],98582,HU
Finance,Data Scientist,"['R', 'MLflow', 'Reinforcement Learning', 'Azure']",Entry,Remote,2025-07-06,Large,"['TensorFlow', 'KDB+']",130536,MX
Education,ML Engineer,"['FastAPI', 'CUDA', 'NumPy']",Entry,Remote,2025-07-06,Mid,"['TensorFlow', 'Scikit-learn']",79966,IR
E-commerce,AI Product Manager,"['Excel', 'Power BI', 'Hugging Face', 'LangChain', 'MLflow']",Mid,Contract,2025-07-06,Startup,"['KDB+', 'LangChain', 'BigQuery']",143756,JM
Finance,Computer Vision Engineer,"['Python', 'TensorFlow', 'Azure', 'PyTorch', 'Power BI', 'Hugging Face']",Entry,Contract,2025-07-06,Mid,"['TensorFlow', 'KDB+']",49814,GT
Finance,Quant Researcher,"['GCP', 'Flask', 'Scikit-learn', 'Keras', 'LangChain']",Mid,Internship,2025-07-06,Mid,"['TensorFlow', 'BigQuery']",134973,MT
E-commerce,AI Researcher,"['PyTorch', 'AWS', 'Python', 'Scikit-learn']",Entry,Internship,2025-07-09,Mid,"['BigQuery', 'FastAPI']",70554,KM
Healthcare,NLP Engineer,"['TensorFlow', 'Python', 'CUDA']",Senior,Contract,2025-07-09,Mid,"['PyTorch', 'MLflow']",89679,BE
Education,ML Engineer,"['GCP', 'SQL', 'TensorFlow', 'Keras', 'Reinforcement Learning']",Entry,Remote,2025-07-09,Mid,"['BigQuery', 'MLflow']",72389,KI
Automotive,Data Analyst,"['CUDA', 'SQL', 'Power BI', 'GCP', 'FastAPI', 'PyTorch']",Mid,Contract,2025-07-09,Mid,"['BigQuery', 'KDB+']",113830,KP
Retail,ML Engineer,"['Flask', 'MLflow', 'NumPy', 'Scikit-learn', 'CUDA']",Entry,Remote,2025-07-10,Mid,['BigQuery'],60561,ZA
Education,NLP Engineer,"['Keras', 'FastAPI', 'Flask']",Senior,Remote,2025-07-10,Startup,['MLflow'],121082,KW
Finance,ML Engineer,"['LangChain', 'MLflow', 'Flask', 'AWS']",Entry,Internship,2025-07-11,Large,['LangChain'],67555,AM
Retail,AI Researcher,"['SQL', 'NumPy', 'Excel', 'Pandas', 'Python']",Mid,Internship,2025-07-11,Startup,['LangChain'],41764,RW
Retail,Quant Researcher,"['Scikit-learn', 'Excel', 'Flask']",Entry,Internship,2025-07-11,Mid,['FastAPI'],87425,CN
Retail,Data Scientist,"['LangChain', 'Power BI', 'Python']",Mid,Internship,2025-07-11,Startup,"['MLflow', 'PyTorch']",133790,ST
Healthcare,AI Researcher,"['NumPy', 'Hugging Face', 'Keras', 'Azure']",Senior,Internship,2025-07-11,Startup,"['BigQuery', 'TensorFlow']",85363,IT
Finance,ML Engineer,"['Keras', 'Scikit-learn', 'FastAPI', 'Azure', 'GCP', 'CUDA']",Mid,Internship,2025-07-12,Large,"['TensorFlow', 'LangChain', 'BigQuery']",103253,BT
Education,NLP Engineer,"['FastAPI', 'PyTorch', 'CUDA', 'Flask', 'Scikit-learn']",Mid,Remote,2025-07-13,Large,"['LangChain', 'BigQuery']",139393,NG
Automotive,AI Product Manager,"['AWS', 'NumPy', 'CUDA', 'Scikit-learn']",Entry,Full-time,2025-07-13,Mid,"['PyTorch', 'BigQuery']",97964,ML
Healthcare,Quant Researcher,"['MLflow', 'TensorFlow', 'CUDA', 'GCP']",Senior,Remote,2025-07-13,Large,"['BigQuery', 'MLflow', 'KDB+']",56993,SM
Education,Data Analyst,"['C++', 'Pandas', 'Azure', 'Keras']",Mid,Internship,2025-07-14,Mid,"['KDB+', 'PyTorch', 'Scikit-learn']",52949,GR
Automotive,AI Product Manager,"['CUDA', 'C++', 'Excel']",Senior,Full-time,2025-07-15,Mid,"['BigQuery', 'TensorFlow', 'FastAPI']",63732,BB
Healthcare,AI Researcher,"['Python', 'Reinforcement Learning', 'CUDA', 'Flask', 'Excel']",Senior,Internship,2025-07-16,Startup,['BigQuery'],149070,LA
Healthcare,AI Product Manager,"['Hugging Face', 'LangChain', 'Flask', 'AWS']",Entry,Remote,2025-07-17,Large,"['FastAPI', 'LangChain', 'MLflow']",137144,CD
Automotive,Data Scientist,"['GCP', 'AWS', 'Keras', 'Azure']",Senior,Full-time,2025-07-17,Mid,['KDB+'],108286,KE
Retail,Data Scientist,"['PyTorch', 'C++', 'Flask', 'Pandas', 'NumPy']",Mid,Remote,2025-07-18,Startup,"['MLflow', 'LangChain', 'TensorFlow']",55380,FJ
Finance,Data Scientist,"['PyTorch', 'NumPy', 'MLflow']",Entry,Full-time,2025-07-18,Large,"['BigQuery', 'FastAPI']",100222,CO
Tech,AI Product Manager,"['Azure', 'Pandas', 'C++', 'CUDA']",Entry,Internship,2025-07-18,Mid,"['PyTorch', 'BigQuery', 'Scikit-learn']",78877,JO
Automotive,AI Researcher,"['Hugging Face', 'Azure', 'NumPy']",Senior,Full-time,2025-07-19,Mid,"['LangChain', 'Scikit-learn', 'MLflow']",137561,TO
E-commerce,Data Analyst,"['Power BI', 'CUDA', 'Excel']",Senior,Contract,2025-07-19,Startup,"['BigQuery', 'MLflow']",49176,SG
Education,Data Analyst,"['MLflow', 'LangChain', 'Excel', 'C++']",Entry,Contract,2025-07-20,Startup,"['Scikit-learn', 'BigQuery']",95762,GQ
Retail,Computer Vision Engineer,"['CUDA', 'SQL', 'C++', 'PyTorch', 'Hugging Face', 'AWS']",Senior,Full-time,2025-07-20,Startup,['LangChain'],41141,JO
Tech,AI Product Manager,"['FastAPI', 'CUDA', 'R']",Entry,Remote,2025-07-21,Mid,['KDB+'],68580,VA
Healthcare,ML Engineer,"['Pandas', 'MLflow', 'Hugging Face', 'SQL']",Entry,Contract,2025-07-22,Startup,['TensorFlow'],53156,PL
Education,Data Scientist,"['FastAPI', 'Pandas', 'Scikit-learn']",Entry,Contract,2025-07-22,Large,"['Scikit-learn', 'PyTorch']",67972,JO
Tech,NLP Engineer,"['Excel', 'Hugging Face', 'AWS', 'TensorFlow', 'R', 'Power BI']",Entry,Contract,2025-07-22,Mid,['TensorFlow'],40667,MA
Education,AI Product Manager,"['CUDA', 'FastAPI', 'Power BI', 'Flask', 'SQL']",Senior,Internship,2025-07-22,Mid,"['PyTorch', 'MLflow']",47867,PG
Tech,AI Researcher,"['Keras', 'Pandas', 'AWS', 'SQL']",Mid,Full-time,2025-07-22,Mid,['BigQuery'],134738,SK
Retail,AI Researcher,"['FastAPI', 'Power BI', 'CUDA']",Mid,Internship,2025-07-22,Large,['BigQuery'],88435,ET
Retail,Computer Vision Engineer,"['FastAPI', 'Power BI', 'Azure', 'Python']",Entry,Internship,2025-07-23,Mid,"['LangChain', 'KDB+']",90552,SN
Tech,AI Researcher,"['Flask', 'Keras', 'GCP', 'Power BI']",Entry,Remote,2025-07-23,Large,['KDB+'],114070,BY
E-commerce,ML Engineer,"['FastAPI', 'Azure', 'MLflow', 'PyTorch', 'Excel']",Entry,Remote,2025-07-24,Startup,['PyTorch'],129625,ME
Education,Data Analyst,"['TensorFlow', 'SQL', 'Reinforcement Learning', 'AWS', 'PyTorch', 'Python']",Senior,Contract,2025-07-24,Large,"['PyTorch', 'TensorFlow']",96867,BR
Healthcare,ML Engineer,"['GCP', 'PyTorch', 'Power BI', 'TensorFlow']",Entry,Contract,2025-07-24,Large,"['TensorFlow', 'MLflow']",63877,BW
E-commerce,Data Analyst,"['MLflow', 'Power BI', 'Pandas', 'SQL']",Senior,Full-time,2025-07-25,Large,['Scikit-learn'],45866,CZ
Tech,AI Product Manager,"['CUDA', 'PyTorch', 'GCP', 'C++']",Entry,Full-time,2025-07-25,Startup,"['FastAPI', 'TensorFlow']",102091,GR
Retail,Data Scientist,"['Azure', 'MLflow', 'Hugging Face', 'GCP', 'Keras']",Entry,Remote,2025-07-25,Large,"['Scikit-learn', 'PyTorch', 'LangChain']",136317,HU
Automotive,Quant Researcher,"['FastAPI', 'Power BI', 'CUDA', 'Keras', 'Hugging Face']",Entry,Internship,2025-07-25,Mid,['BigQuery'],49531,SL
Tech,AI Researcher,"['TensorFlow', 'Power BI', 'PyTorch']",Mid,Internship,2025-07-27,Mid,['BigQuery'],49463,SR
E-commerce,Computer Vision Engineer,"['R', 'MLflow', 'AWS', 'Flask', 'C++']",Senior,Internship,2025-07-27,Large,"['TensorFlow', 'FastAPI']",95737,KZ
E-commerce,AI Researcher,"['Excel', 'AWS', 'PyTorch', 'GCP', 'NumPy', 'Reinforcement Learning']",Senior,Contract,2025-07-27,Mid,"['FastAPI', 'MLflow', 'KDB+']",116988,NE
Retail,Quant Researcher,"['FastAPI', 'Scikit-learn', 'AWS', 'NumPy']",Mid,Remote,2025-07-27,Startup,['TensorFlow'],61543,TW
Retail,Computer Vision Engineer,"['Keras', 'Excel', 'Power BI', 'SQL', 'GCP']",Mid,Internship,2025-07-28,Large,"['KDB+', 'TensorFlow']",100532,TW
Automotive,Computer Vision Engineer,"['Pandas', 'Hugging Face', 'Keras']",Mid,Internship,2025-07-28,Large,['FastAPI'],83771,NA
E-commerce,AI Researcher,"['MLflow', 'PyTorch', 'GCP', 'Python']",Entry,Contract,2025-07-28,Startup,"['PyTorch', 'KDB+']",127429,NP
